date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:55:52	44418/44418	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2010:25:51%20GMT	https://alfred.nl/werk/texels-op-z-n-texels-case	F:/New%20Web/alfred/alfred.nl/werk/texels-op-z-n-texels-case.html	(from https://alfred.nl/werk)
15:55:52	36799/36799	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Jun%202023%2011:59:04%20GMT	https://alfred.nl/media/pages/werk/texels-op-z-n-texels-case/eaf39a2c49-1687182066/still-texels-203x135-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/texels-op-z-n-texels-case/eaf39a2c49-1687182066/still-texels-203x135-crop-q72.png	(from https://alfred.nl/werk)
15:55:53	688067/688067	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Jun%202023%2011:59:19%20GMT	https://alfred.nl/media/pages/werk/mora-empanadas/2b82bcb9bd-1687182069/schermafbeelding-2023-06-01-om-11-01-39-810x540-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/mora-empanadas/2b82bcb9bd-1687182069/schermafbeelding-2023-06-01-om-11-01-39-810x540-crop-q72.png	(from https://alfred.nl/werk)
15:55:53	38640/38640	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2010:25:52%20GMT	https://alfred.nl/werk/simpel-spelshow	F:/New%20Web/alfred/alfred.nl/werk/simpel-spelshow.html	(from https://alfred.nl/werk)
15:55:53	552656/552656	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Jun%202023%2011:59:05%20GMT	https://alfred.nl/media/pages/werk/texels-op-z-n-texels-case/eaf39a2c49-1687182066/still-texels-810x540-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/texels-op-z-n-texels-case/eaf39a2c49-1687182066/still-texels-810x540-crop-q72.png	(from https://alfred.nl/werk)
15:55:53	47285/47285	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Jun%202023%2011:59:16%20GMT	https://alfred.nl/media/pages/werk/simpel-spelshow/5b942a46d0-1687182065/schermafbeelding-2022-08-24-om-12-01-25-203x135-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/simpel-spelshow/5b942a46d0-1687182065/schermafbeelding-2022-08-24-om-12-01-25-203x135-crop-q72.png	(from https://alfred.nl/werk)
15:55:54	37689/37689	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2010:25:53%20GMT	https://alfred.nl/werk/calve-pindakaas-esther-vergeer	F:/New%20Web/alfred/alfred.nl/werk/calve-pindakaas-esther-vergeer.html	(from https://alfred.nl/werk)
15:55:54	519164/519164	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Jun%202023%2011:59:19%20GMT	https://alfred.nl/media/pages/werk/simpel-spelshow/5b942a46d0-1687182065/schermafbeelding-2022-08-24-om-12-01-25-810x540-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/simpel-spelshow/5b942a46d0-1687182065/schermafbeelding-2022-08-24-om-12-01-25-810x540-crop-q72.png	(from https://alfred.nl/werk)
15:55:54	25845/25845	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Oct%202023%2011:57:27%20GMT	https://alfred.nl/media/pages/werk/calve-pindakaas-esther-vergeer/692919f0f5-1687182064/calve-pindakaas-esther-vergeer-thumbnail-203x135-crop-q72.jpg	F:/New%20Web/alfred/alfred.nl/media/pages/werk/calve-pindakaas-esther-vergeer/692919f0f5-1687182064/calve-pindakaas-esther-vergeer-thumbnail-203x135-crop-q72.jpg	(from https://alfred.nl/werk)
15:55:54	25845/25845	---MC-	200	added ('OK')	image/jpeg	date:Mon,%2011%20Mar%202024%2010:25:53%20GMT	https://alfred.nl/media/pages/werk/calve-pindakaas-esther-vergeer/692919f0f5-1687182064/calve-pindakaas-esther-vergeer-thumbnail-810x540-crop-q72.jpg	F:/New%20Web/alfred/alfred.nl/media/pages/werk/calve-pindakaas-esther-vergeer/692919f0f5-1687182064/calve-pindakaas-esther-vergeer-thumbnail-810x540-crop-q72.jpg	(from https://alfred.nl/werk)
15:55:54	37252/37252	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2010:25:53%20GMT	https://alfred.nl/werk/amstel-drie-vrienden	F:/New%20Web/alfred/alfred.nl/werk/amstel-drie-vrienden.html	(from https://alfred.nl/werk)
15:55:55	52747/52747	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Jun%202023%2011:59:17%20GMT	https://alfred.nl/media/pages/werk/amstel-drie-vrienden/8ddd74f9d5-1687182063/schermafbeelding-2023-05-25-om-15-56-41-203x135-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/amstel-drie-vrienden/8ddd74f9d5-1687182063/schermafbeelding-2023-05-25-om-15-56-41-203x135-crop-q72.png	(from https://alfred.nl/werk)
15:55:55	38717/38717	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2010:25:54%20GMT	https://alfred.nl/werk/simpel-a-simpel-story	F:/New%20Web/alfred/alfred.nl/werk/simpel-a-simpel-story.html	(from https://alfred.nl/werk)
15:55:55	704752/704752	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Jun%202023%2011:59:20%20GMT	https://alfred.nl/media/pages/werk/amstel-drie-vrienden/8ddd74f9d5-1687182063/schermafbeelding-2023-05-25-om-15-56-41-810x540-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/amstel-drie-vrienden/8ddd74f9d5-1687182063/schermafbeelding-2023-05-25-om-15-56-41-810x540-crop-q72.png	(from https://alfred.nl/werk)
15:55:56	41947/41947	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Jun%202023%2011:59:16%20GMT	https://alfred.nl/media/pages/werk/simpel-a-simpel-story/2b05665b43-1687182063/schermafbeelding-2023-05-25-om-13-24-13-203x135-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/simpel-a-simpel-story/2b05665b43-1687182063/schermafbeelding-2023-05-25-om-13-24-13-203x135-crop-q72.png	(from https://alfred.nl/werk)
15:55:56	37245/37245	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2010:25:55%20GMT	https://alfred.nl/werk/jumbo-toetsweek	F:/New%20Web/alfred/alfred.nl/werk/jumbo-toetsweek.html	(from https://alfred.nl/werk)
15:55:56	54380/54380	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Jun%202023%2011:59:17%20GMT	https://alfred.nl/media/pages/werk/jumbo-toetsweek/55f9c8eb82-1687182062/still-jumbo-agf-optie-1-203x135-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/jumbo-toetsweek/55f9c8eb82-1687182062/still-jumbo-agf-optie-1-203x135-crop-q72.png	(from https://alfred.nl/werk)
15:55:57	351820/351820	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Jun%202023%2011:59:20%20GMT	https://alfred.nl/media/pages/werk/simpel-a-simpel-story/2b05665b43-1687182063/schermafbeelding-2023-05-25-om-13-24-13-810x540-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/simpel-a-simpel-story/2b05665b43-1687182063/schermafbeelding-2023-05-25-om-13-24-13-810x540-crop-q72.png	(from https://alfred.nl/werk)
15:55:57	597144/597144	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Jun%202023%2011:59:20%20GMT	https://alfred.nl/media/pages/werk/jumbo-toetsweek/55f9c8eb82-1687182062/still-jumbo-agf-optie-1-810x540-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/jumbo-toetsweek/55f9c8eb82-1687182062/still-jumbo-agf-optie-1-810x540-crop-q72.png	(from https://alfred.nl/werk)
15:55:57	39595/39595	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2010:25:56%20GMT	https://alfred.nl/werk/sns-manifest	F:/New%20Web/alfred/alfred.nl/werk/sns-manifest.html	(from https://alfred.nl/werk)
15:55:57	41302/41302	---MC-	200	added ('OK')	image/jpeg	date:Mon,%2011%20Mar%202024%2010:25:56%20GMT	https://alfred.nl/media/pages/werk/sns-manifest/416d3a6504-1687182062/sns-manifest-thumbnail-203x135-crop-q72.jpg	F:/New%20Web/alfred/alfred.nl/media/pages/werk/sns-manifest/416d3a6504-1687182062/sns-manifest-thumbnail-203x135-crop-q72.jpg	(from https://alfred.nl/werk)
15:55:58	41302/41302	---MC-	200	added ('OK')	image/jpeg	date:Mon,%2011%20Mar%202024%2010:25:56%20GMT	https://alfred.nl/media/pages/werk/sns-manifest/416d3a6504-1687182062/sns-manifest-thumbnail-810x540-crop-q72.jpg	F:/New%20Web/alfred/alfred.nl/media/pages/werk/sns-manifest/416d3a6504-1687182062/sns-manifest-thumbnail-810x540-crop-q72.jpg	(from https://alfred.nl/werk)
15:55:58	37718/37718	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2010:25:57%20GMT	https://alfred.nl/werk/calve-pindakaas-pietertje	F:/New%20Web/alfred/alfred.nl/werk/calve-pindakaas-pietertje.html	(from https://alfred.nl/werk)
15:55:58	47449/47449	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Jun%202023%2011:59:17%20GMT	https://alfred.nl/media/pages/werk/calve-pindakaas-pietertje/680b02f581-1687182061/schermafbeelding-2023-05-25-om-12-06-20-203x135-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/calve-pindakaas-pietertje/680b02f581-1687182061/schermafbeelding-2023-05-25-om-12-06-20-203x135-crop-q72.png	(from https://alfred.nl/werk)
15:55:59	37086/37086	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2010:25:57%20GMT	https://alfred.nl/werk/royal-club-twist	F:/New%20Web/alfred/alfred.nl/werk/royal-club-twist.html	(from https://alfred.nl/werk)
15:55:59	584053/584053	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Jun%202023%2011:59:21%20GMT	https://alfred.nl/media/pages/werk/calve-pindakaas-pietertje/680b02f581-1687182061/schermafbeelding-2023-05-25-om-12-06-20-810x540-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/calve-pindakaas-pietertje/680b02f581-1687182061/schermafbeelding-2023-05-25-om-12-06-20-810x540-crop-q72.png	(from https://alfred.nl/werk)
15:55:59	47798/47798	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Jun%202023%2011:59:17%20GMT	https://alfred.nl/media/pages/werk/royal-club-twist/891ff7abc1-1687182060/schermafbeelding-2023-06-01-om-14-32-06-203x135-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/royal-club-twist/891ff7abc1-1687182060/schermafbeelding-2023-06-01-om-14-32-06-203x135-crop-q72.png	(from https://alfred.nl/werk)
15:56:00	38993/38993	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2010:25:58%20GMT	https://alfred.nl/werk/venco-choco-d-rop	F:/New%20Web/alfred/alfred.nl/werk/venco-choco-d-rop.html	(from https://alfred.nl/werk)
15:56:00	645318/645318	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Jun%202023%2011:59:21%20GMT	https://alfred.nl/media/pages/werk/royal-club-twist/891ff7abc1-1687182060/schermafbeelding-2023-06-01-om-14-32-06-810x540-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/royal-club-twist/891ff7abc1-1687182060/schermafbeelding-2023-06-01-om-14-32-06-810x540-crop-q72.png	(from https://alfred.nl/werk)
15:56:01	37534/37534	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2010:26:00%20GMT	https://alfred.nl/werk/allianz-direct-20s-quote	F:/New%20Web/alfred/alfred.nl/werk/allianz-direct-20s-quote.html	(from https://alfred.nl/werk)
15:56:01	1021238/1021238	---MC-	200	added ('OK')	image/jpeg	date:Mon,%2011%20Mar%202024%2010:25:59%20GMT	https://alfred.nl/media/pages/werk/venco-choco-d-rop/96e78fdc69-1687182059/venco-810x540-crop-q72.jpg	F:/New%20Web/alfred/alfred.nl/media/pages/werk/venco-choco-d-rop/96e78fdc69-1687182059/venco-810x540-crop-q72.jpg	(from https://alfred.nl/werk)
15:56:01	1021238/1021238	---MC-	200	added ('OK')	image/jpeg	date:Mon,%2011%20Mar%202024%2010:25:59%20GMT	https://alfred.nl/media/pages/werk/venco-choco-d-rop/96e78fdc69-1687182059/venco-203x135-crop-q72.jpg	F:/New%20Web/alfred/alfred.nl/media/pages/werk/venco-choco-d-rop/96e78fdc69-1687182059/venco-203x135-crop-q72.jpg	(from https://alfred.nl/werk)
15:56:02	49361/49361	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Jun%202023%2011:59:17%20GMT	https://alfred.nl/media/pages/werk/allianz-direct-20s-quote/d5f589c510-1687182057/schermafbeelding-2023-06-01-om-13-03-41-203x135-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/allianz-direct-20s-quote/d5f589c510-1687182057/schermafbeelding-2023-06-01-om-13-03-41-203x135-crop-q72.png	(from https://alfred.nl/werk)
15:56:02	37607/37607	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2010:26:01%20GMT	https://alfred.nl/werk/royal-club-doe-maar-wat	F:/New%20Web/alfred/alfred.nl/werk/royal-club-doe-maar-wat.html	(from https://alfred.nl/werk)
15:56:02	618952/618952	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Jun%202023%2011:59:24%20GMT	https://alfred.nl/media/pages/werk/allianz-direct-20s-quote/d5f589c510-1687182057/schermafbeelding-2023-06-01-om-13-03-41-810x540-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/allianz-direct-20s-quote/d5f589c510-1687182057/schermafbeelding-2023-06-01-om-13-03-41-810x540-crop-q72.png	(from https://alfred.nl/werk)
15:56:03	48147/48147	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Jun%202023%2011:59:17%20GMT	https://alfred.nl/media/pages/werk/royal-club-doe-maar-wat/6ec558c228-1687182056/schermafbeelding-2023-06-01-om-13-02-12-203x135-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/royal-club-doe-maar-wat/6ec558c228-1687182056/schermafbeelding-2023-06-01-om-13-02-12-203x135-crop-q72.png	(from https://alfred.nl/werk)
15:56:03	38656/38656	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2010:26:02%20GMT	https://alfred.nl/werk/amstel-terras	F:/New%20Web/alfred/alfred.nl/werk/amstel-terras.html	(from https://alfred.nl/werk)
15:56:03	48845/48845	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Jun%202023%2011:59:17%20GMT	https://alfred.nl/media/pages/werk/amstel-terras/920cb736ae-1687182056/schermafbeelding-2023-06-01-om-15-01-59-203x135-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/amstel-terras/920cb736ae-1687182056/schermafbeelding-2023-06-01-om-15-01-59-203x135-crop-q72.png	(from https://alfred.nl/werk)
15:56:04	652567/652567	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Jun%202023%2011:59:24%20GMT	https://alfred.nl/media/pages/werk/royal-club-doe-maar-wat/6ec558c228-1687182056/schermafbeelding-2023-06-01-om-13-02-12-810x540-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/royal-club-doe-maar-wat/6ec558c228-1687182056/schermafbeelding-2023-06-01-om-13-02-12-810x540-crop-q72.png	(from https://alfred.nl/werk)
15:56:04	37286/37286	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2010:26:03%20GMT	https://alfred.nl/werk/jumbo-gouden-loeki-kerst	F:/New%20Web/alfred/alfred.nl/werk/jumbo-gouden-loeki-kerst.html	(from https://alfred.nl/werk)
15:56:04	58333/58333	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Jun%202023%2011:59:18%20GMT	https://alfred.nl/media/pages/werk/jumbo-gouden-loeki-kerst/85d29e272e-1687182055/schermafbeelding-2023-05-25-om-13-41-26-203x135-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/jumbo-gouden-loeki-kerst/85d29e272e-1687182055/schermafbeelding-2023-05-25-om-13-41-26-203x135-crop-q72.png	(from https://alfred.nl/werk)
15:56:04	537141/537141	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Jun%202023%2011:59:28%20GMT	https://alfred.nl/media/pages/werk/amstel-terras/920cb736ae-1687182056/schermafbeelding-2023-06-01-om-15-01-59-810x540-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/amstel-terras/920cb736ae-1687182056/schermafbeelding-2023-06-01-om-15-01-59-810x540-crop-q72.png	(from https://alfred.nl/werk)
15:56:05	38062/38062	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2010:26:03%20GMT	https://alfred.nl/werk/calve-pindakaas-lieke	F:/New%20Web/alfred/alfred.nl/werk/calve-pindakaas-lieke.html	(from https://alfred.nl/werk)
15:56:05	763270/763270	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Jun%202023%2011:59:28%20GMT	https://alfred.nl/media/pages/werk/jumbo-gouden-loeki-kerst/85d29e272e-1687182055/schermafbeelding-2023-05-25-om-13-41-26-810x540-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/jumbo-gouden-loeki-kerst/85d29e272e-1687182055/schermafbeelding-2023-05-25-om-13-41-26-810x540-crop-q72.png	(from https://alfred.nl/werk)
15:56:05	48594/48594	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Jun%202023%2011:59:18%20GMT	https://alfred.nl/media/pages/werk/calve-pindakaas-lieke/db1f1a0532-1687182054/schermafbeelding-2023-05-25-om-12-11-27-203x135-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/calve-pindakaas-lieke/db1f1a0532-1687182054/schermafbeelding-2023-05-25-om-12-11-27-203x135-crop-q72.png	(from https://alfred.nl/werk)
15:56:05	739464/739464	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Jun%202023%2011:59:25%20GMT	https://alfred.nl/media/pages/werk/calve-pindakaas-lieke/db1f1a0532-1687182054/schermafbeelding-2023-05-25-om-12-11-27-810x540-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/calve-pindakaas-lieke/db1f1a0532-1687182054/schermafbeelding-2023-05-25-om-12-11-27-810x540-crop-q72.png	(from https://alfred.nl/werk)
15:56:05	38806/38806	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2010:26:04%20GMT	https://alfred.nl/werk/jumbo-eentje-extra-weken	F:/New%20Web/alfred/alfred.nl/werk/jumbo-eentje-extra-weken.html	(from https://alfred.nl/werk)
15:56:06	40278/40278	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Jun%202023%2013:51:44%20GMT	https://alfred.nl/media/pages/werk/jumbo-eentje-extra-weken/e622f5dc23-1687182053/schermafbeelding-2022-08-24-om-10-30-04-203x135-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/jumbo-eentje-extra-weken/e622f5dc23-1687182053/schermafbeelding-2022-08-24-om-10-30-04-203x135-crop-q72.png	(from https://alfred.nl/werk)
15:56:06	492176/492176	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Jun%202023%2016:18:49%20GMT	https://alfred.nl/media/pages/werk/jumbo-eentje-extra-weken/e622f5dc23-1687182053/schermafbeelding-2022-08-24-om-10-30-04-810x540-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/jumbo-eentje-extra-weken/e622f5dc23-1687182053/schermafbeelding-2022-08-24-om-10-30-04-810x540-crop-q72.png	(from https://alfred.nl/werk)
15:56:06	37237/37237	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2010:26:05%20GMT	https://alfred.nl/werk/hema-iconisch	F:/New%20Web/alfred/alfred.nl/werk/hema-iconisch.html	(from https://alfred.nl/werk)
15:56:06	33858/33858	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Jun%202023%2013:51:44%20GMT	https://alfred.nl/media/pages/werk/hema-iconisch/0275982ded-1687182053/schermafbeelding-2023-06-01-om-15-47-29-203x135-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/hema-iconisch/0275982ded-1687182053/schermafbeelding-2023-06-01-om-15-47-29-203x135-crop-q72.png	(from https://alfred.nl/werk)
15:56:07	301492/301492	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Jun%202023%2016:18:48%20GMT	https://alfred.nl/media/pages/werk/hema-iconisch/0275982ded-1687182053/schermafbeelding-2023-06-01-om-15-47-29-810x540-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/hema-iconisch/0275982ded-1687182053/schermafbeelding-2023-06-01-om-15-47-29-810x540-crop-q72.png	(from https://alfred.nl/werk)
15:56:07	38733/38733	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2010:26:06%20GMT	https://alfred.nl/werk/fonq-aaltje	F:/New%20Web/alfred/alfred.nl/werk/fonq-aaltje.html	(from https://alfred.nl/werk)
15:56:08	48005/48005	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Jun%202023%2013:51:44%20GMT	https://alfred.nl/media/pages/werk/fonq-aaltje/54fa778449-1687182052/fonq-aaltje-20-omruil2-00-00-00-00-203x135-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/fonq-aaltje/54fa778449-1687182052/fonq-aaltje-20-omruil2-00-00-00-00-203x135-crop-q72.png	(from https://alfred.nl/werk)
15:56:08	760058/760058	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Jun%202023%2016:18:54%20GMT	https://alfred.nl/media/pages/werk/fonq-aaltje/54fa778449-1687182052/fonq-aaltje-20-omruil2-00-00-00-00-810x540-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/fonq-aaltje/54fa778449-1687182052/fonq-aaltje-20-omruil2-00-00-00-00-810x540-crop-q72.png	(from https://alfred.nl/werk)
15:56:08	37471/37471	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2010:26:07%20GMT	https://alfred.nl/werk/jumbo-kerst-2016	F:/New%20Web/alfred/alfred.nl/werk/jumbo-kerst-2016.html	(from https://alfred.nl/werk)
15:56:08	55254/55254	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Jun%202023%2013:51:44%20GMT	https://alfred.nl/media/pages/werk/jumbo-kerst-2016/9ee9fccf50-1687182051/schermafbeelding-2023-05-25-om-15-02-07-203x135-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/jumbo-kerst-2016/9ee9fccf50-1687182051/schermafbeelding-2023-05-25-om-15-02-07-203x135-crop-q72.png	(from https://alfred.nl/werk)
15:56:09	37165/37165	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2010:26:08%20GMT	https://alfred.nl/werk/ranja-ranja	F:/New%20Web/alfred/alfred.nl/werk/ranja-ranja.html	(from https://alfred.nl/werk)
15:56:09	745413/745413	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Jun%202023%2016:18:53%20GMT	https://alfred.nl/media/pages/werk/jumbo-kerst-2016/9ee9fccf50-1687182051/schermafbeelding-2023-05-25-om-15-02-07-810x540-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/jumbo-kerst-2016/9ee9fccf50-1687182051/schermafbeelding-2023-05-25-om-15-02-07-810x540-crop-q72.png	(from https://alfred.nl/werk)
15:56:10	55205/55205	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Jun%202023%2013:51:44%20GMT	https://alfred.nl/media/pages/werk/ranja-ranja/94cd335757-1687182050/schermafbeelding-2023-06-01-om-13-55-45-203x135-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/ranja-ranja/94cd335757-1687182050/schermafbeelding-2023-06-01-om-13-55-45-203x135-crop-q72.png	(from https://alfred.nl/werk)
15:56:10	37755/37755	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2010:26:09%20GMT	https://alfred.nl/werk/chicken-tonight-terry-stinger	F:/New%20Web/alfred/alfred.nl/werk/chicken-tonight-terry-stinger.html	(from https://alfred.nl/werk)
15:56:10	677232/677232	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Jun%202023%2016:18:53%20GMT	https://alfred.nl/media/pages/werk/ranja-ranja/94cd335757-1687182050/schermafbeelding-2023-06-01-om-13-55-45-810x540-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/ranja-ranja/94cd335757-1687182050/schermafbeelding-2023-06-01-om-13-55-45-810x540-crop-q72.png	(from https://alfred.nl/werk)
15:56:10	47838/47838	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Jun%202023%2013:51:44%20GMT	https://alfred.nl/media/pages/werk/chicken-tonight-terry-stinger/66d82430b9-1687182050/schermafbeelding-2023-02-28-om-15-00-32-1-203x135-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/chicken-tonight-terry-stinger/66d82430b9-1687182050/schermafbeelding-2023-02-28-om-15-00-32-1-203x135-crop-q72.png	(from https://alfred.nl/werk)
15:56:11	37367/37367	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2010:26:10%20GMT	https://alfred.nl/werk/affligem-verbroedering	F:/New%20Web/alfred/alfred.nl/werk/affligem-verbroedering.html	(from https://alfred.nl/werk)
15:56:11	511191/511191	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Jun%202023%2016:49:08%20GMT	https://alfred.nl/media/pages/werk/chicken-tonight-terry-stinger/66d82430b9-1687182050/schermafbeelding-2023-02-28-om-15-00-32-1-810x540-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/chicken-tonight-terry-stinger/66d82430b9-1687182050/schermafbeelding-2023-02-28-om-15-00-32-1-810x540-crop-q72.png	(from https://alfred.nl/werk)
15:56:11	53367/53367	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Jun%202023%2013:51:44%20GMT	https://alfred.nl/media/pages/werk/affligem-verbroedering/0ca567485a-1687182049/schermafbeelding-2023-01-09-om-15-44-47-203x135-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/affligem-verbroedering/0ca567485a-1687182049/schermafbeelding-2023-01-09-om-15-44-47-203x135-crop-q72.png	(from https://alfred.nl/werk)
15:56:12	671830/671830	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Jun%202023%2016:49:08%20GMT	https://alfred.nl/media/pages/werk/affligem-verbroedering/0ca567485a-1687182049/schermafbeelding-2023-01-09-om-15-44-47-810x540-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/affligem-verbroedering/0ca567485a-1687182049/schermafbeelding-2023-01-09-om-15-44-47-810x540-crop-q72.png	(from https://alfred.nl/werk)
15:56:12	500677/500677	---MC-	200	added ('OK')	image/jpeg	date:Mon,%2011%20Mar%202024%2010:26:11%20GMT	https://alfred.nl/media/pages/werkwijze/9585eb6425-1687182077/dsc03004-480x270-crop-q72.jpg	F:/New%20Web/alfred/alfred.nl/media/pages/werkwijze/9585eb6425-1687182077/dsc03004-480x270-crop-q72.jpg	(from https://alfred.nl/werkwijze)
15:56:13	511119/511119	---MC-	200	added ('OK')	image/jpeg	date:Mon,%2011%20Mar%202024%2010:26:11%20GMT	https://alfred.nl/media/pages/werkwijze/49f576c1f3-1687182078/dsc07736-websize-480x270-crop-q72.jpg	F:/New%20Web/alfred/alfred.nl/media/pages/werkwijze/49f576c1f3-1687182078/dsc07736-websize-480x270-crop-q72.jpg	(from https://alfred.nl/werkwijze)
